url,status_code,title_tag,big_data,business_intelligence,data_mining,deep_learning,forecast,machine_learning,personalization,predictive_modeling,quantitative
https://whatsthebigdata.com/,200,What's The Big Data? | The evolving IT landscape,,1,2,1,0,4,0,0,0
https://whatsthebigdata.com/category/smart-cities/,200,Smart Cities | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/big-data-analytics/,200,Big Data Analytics | What's The Big Data?,,0,1,1,0,2,0,0,0
https://whatsthebigdata.com/category/venture-capital/,200,Venture capital | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2018/03/26/computer-storage-timeline/,200,Computer Storage Timeline | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/page/2/,200,What's The Big Data? | The evolving IT landscape | Page 2,,0,1,1,0,2,0,0,0
https://whatsthebigdata.com/resources/,200,Education | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/stats/,200,Stats | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/ai/,200,AI | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/computer-history/,200,Computer History | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2018/04/08/ranking-of-social-networking-sites-january-2018/,200,"Ranking of Social Networking Sites, January 2018 | What's The Big Data?",,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2018/02/25/competing-on-ai-the-new-new-science-of-winning/,200,Competing on AI: The New ‘New Science of Winning’ | What's The Big Data?,,1,2,1,0,2,0,0,0
https://whatsthebigdata.com/2018/03/13/making-a-social-profit-what-silicon-valley-can-learn-from-israeli-vc-erel-margalit/,200,Making A Social Profit: What Silicon Valley Can Learn From Israeli VC Erel Margalit | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/cybersecurity/,200,cybersecurity | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/author/ggpress/,200,GilPress | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2018/03/30/how-to-make-smart-cities-cybrsecurity-resilient/,200,How to Make Smart Cities Cybrsecurity Resilient | What's The Big Data?,,0,1,1,0,3,0,0,0
https://whatsthebigdata.com/about/,200,About | What's The Big Data?,,0,1,1,1,1,0,0,0
https://whatsthebigdata.com/2018/03/29/common-data-analysis-mistakes/,200,Common Data Analysis Mistakes | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/social-networks/,200,social networks | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/storage/,200,Storage | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2018/01/24/artificial-intelligence-ai-landscape/,200,Artificial Intelligence (AI) Landscape | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/interviews/,200,Interviews | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/israel/,200,Israel | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/social-media/,200,Social Media | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2015/03/03/how-data-in-the-cloud-has-changed-everything-infographic/,200,How Data in the Cloud Has Changed Everything (Infographic) | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2014/05/16/from-10mb-hard-drive-to-big-data/,200,From 10MB Hard Drive to Big Data | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2018/01/03/2018-predictions-ai-and-jobs/,200,2018 Predictions: AI and Jobs | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/ai-history/,200,AI history | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/page/3/,200,What's The Big Data? | The evolving IT landscape | Page 3,,1,1,1,2,1,0,0,0
https://whatsthebigdata.com/category/big-data-analytics/page/2/,200,Big Data Analytics | What's The Big Data? | Page 2,,0,1,3,0,3,0,0,0
https://whatsthebigdata.com/2018/01/05/cybersecurity-trends-according-to-cisco-and-tennessees-transportation-cio/,200,Cybersecurity Trends According to Cisco and Tennessee’s Transportation CIO | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/tag/samsung/,200,Samsung | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/type/image/,200,Image | Formats | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2016/07/18/top-investors-in-digital-health/,200,Top Investors in Digital Health | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/venture-capital/page/2/,200,Venture capital | What's The Big Data? | Page 2,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2015/05/27/mary-meekers-2015-internet-trends-slides/,200,Mary Meeker’s 2015 Internet Trends (Slides) | What's The Big Data?,,1,1,1,0,1,0,0,0
https://whatsthebigdata.com/2012/06/30/the-data-science-interview-yun-xiong-fudan-university/,200,"The Data Science Interview: Yun Xiong, Fudan University | What's The Big Data?",,0,7,1,0,1,0,0,0
https://whatsthebigdata.com/tag/mary-meeker/,200,Mary Meeker | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2013/08/29/the-cio-interview-annabelle-bexiga-tiaa-cref/,200,"The CIO Interview: Annabelle Bexiga, TIAA-CREF | What's The Big Data?",,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/data-growth/,200,Data growth | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2016/11/22/﻿the-internet-is-living-up-to-its-potential-as-a-major-source-for-news-about-the-presidential-campaign/,200,﻿The internet is living up to its potential as a major source for news about the presidential campaign | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/ceos/,200,CEOs | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2012/08/09/graduate-programs-in-big-data-and-data-science/,200,Graduate Programs in Data Science and Big Data Analytics | What's The Big Data?,,11,12,1,0,10,0,0,2
https://whatsthebigdata.com/category/big-data-history/,200,Big Data History | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2015/07/15/the-three-dimensions-of-digital-transformation-at-capital-one-financial-services/,200,The Three Dimensions of Digital Transformation at Capital One Financial Services | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/automation/,200,Automation | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2018/01/07/2018-predictions-cybersecurity/,200,2018 Predictions: Cybersecurity | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/big-data-bubble/,200,Big Data Bubble | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2017/12/26/jim-goodnight-thriving-on-big-data-analytics/,200,Jim Goodnight: Thriving on Big Data Analytics | What's The Big Data?,,0,1,1,0,6,0,0,0
https://whatsthebigdata.com/2013/01/26/mok-ohs-new-big-data-venture/,200,Mok Oh’s New Big Data Venture | What's The Big Data?,,0,1,1,0,3,0,0,0
https://whatsthebigdata.com/2016/11/28/is-social-media-a-giant-brainwashing-machine/,200,Fake News on Social Media: What Difference Does it Make? | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2014/07/18/what-happens-on-the-web-in-60-seconds-infographic/,200,What Happens on the Web in 60 Seconds (Infographic) | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2017/11/01/430-ai-startups-in-israel/,200,430 AI Startups in Israel | What's The Big Data?,,0,1,1,6,4,0,0,0
https://whatsthebigdata.com/tag/venture-scanner/,200,venture scanner | What's The Big Data?,,0,1,3,0,3,0,0,0
https://whatsthebigdata.com/category/data-science/,200,Data Science | What's The Big Data?,,0,1,4,0,5,0,0,0
https://whatsthebigdata.com/tag/csc/,200,CSC | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2013/06/27/how-much-data-storage-capacities-illustrated-infographic/,200,How Much Data? Storage Capacities Illustrated (Infographic) | What's The Big Data?,,1,1,1,0,1,0,0,0
https://whatsthebigdata.com/2017/04/07/u-s-pet-stats/,200,U.S. Pet Stats | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2016/01/25/15-of-american-adults-are-cord-cutters/,200,15% of American adults are ‘cord cutters’ | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/storage/page/2/,200,Storage | What's The Big Data? | Page 2,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/tag/idc/,200,IDC | What's The Big Data?,,0,1,1,0,3,0,0,0
https://whatsthebigdata.com/tag/difference-engine/,200,Difference Engine | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/digitization/,200,Digitization | What's The Big Data?,,0,1,1,0,1,5,0,0
https://whatsthebigdata.com/2015/07/13/the-cdo-interview-digital-transformation-at-cvs-health/,200,The CDO Interview: Digital Transformation at CVS Health | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/emc/,200,EMC | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/digital-transformation/,200,digital transformation | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2015/07/29/israels-chief-scientist-on-mastering-the-art-of-public-private-partnership/,200,Israel’s Chief Scientist on Mastering the Art of Public-Private Partnership | What's The Big Data?,,1,1,1,0,1,0,0,0
https://whatsthebigdata.com/2016/06/28/artificial-intelligence-most-active-corporate-investors/,200,Artificial Intelligence: Most Active Corporate Investors | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2016/02/04/no-more-six-degrees-of-separation/,200,What has @Facebook Wrought: No More Six Degrees of Separation | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/tag/emarketer/,200,emarketer | What's The Big Data?,,0,1,1,1,1,0,0,0
https://whatsthebigdata.com/tag/forbes-gil-press/,200,Forbes Gil Press | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2015/04/17/i-disrupt-you-disrupt-we-all-disrupt/,200,"I disrupt, you disrupt, we all disrupt | What's The Big Data?",,1,1,1,0,1,0,0,0
https://whatsthebigdata.com/2015/06/23/when-lovelace-and-babbage-met-padua/,200,When Lovelace and Babbage Met Padua | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/tag/google/,200,Google | What's The Big Data?,,0,1,7,0,4,0,0,0
https://whatsthebigdata.com/2017/12/03/empow-delivers-ai-based-cybersecurity/,200,Empow Delivers AI-based Cybersecurity | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/internet/,200,Internet | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/news-media/,200,News media | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/tag/83north/,200,83North | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2017/01/06/artificial-intelligence-funding-and-acquisitions/,200,Artificial Intelligence: Funding and Acquisitions | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/cloud-computing/,200,Cloud Computing | What's The Big Data?,,0,1,1,0,3,0,0,0
https://whatsthebigdata.com/2017/11/03/disrupting-crowdfunding-to-create-the-next-big-consumer-products-company/,200,Disrupting Crowdfunding to Create the Next Big Consumer Products Company | What's The Big Data?,,0,1,1,6,1,0,0,0
https://whatsthebigdata.com/tag/charles-babbage/,200,Charles Babbage | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2015/03/30/5-tips-for-leading-a-digital-transformation/,200,5 Tips for Leading a Digital Transformation | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2013/02/08/the-first-data-scientist-on-the-evolution-of-data-science-and-the-ever-changing-american-voter/,200,The First Data Scientist on the Evolution of Data Science and the Ever-Changing American Voter | What's The Big Data?,,0,1,1,2,1,0,0,0
https://whatsthebigdata.com/2017/06/20/whats-the-big-data/,200,What’s the Big Data? | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2012/07/02/the-data-science-interview-edwin-chen-twitter/,200,"The Data Science Interview: Edwin Chen, Twitter | What's The Big Data?",,0,1,1,0,3,0,0,1
https://whatsthebigdata.com/2017/01/14/venture-capital-firm-83north-backs-israeli-and-european-entrepreneurs/,200,Venture Capital Firm 83North Backs Israeli and European Entrepreneurs | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2016/08/22/economic-impact-of-u-s-venture-capital/,200,Economic Impact of U.S. Venture Capital | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/future-of-work/,200,Future of Work | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/ai/page/2/,200,AI | What's The Big Data? | Page 2,,0,1,2,4,1,0,0,0
https://whatsthebigdata.com/2012/09/20/infochimps-new-ceo-on-whats-next-in-big-data/,200,Infochimps’ New CEO on What’s Next in Big Data | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2018/01/08/2018-predictions-artificial-intelligence-ai/,200,2018 Predictions: Artificial Intelligence (AI) | What's The Big Data?,,0,1,1,0,3,0,0,0
https://whatsthebigdata.com/category/data-science-history/,200,Data Science History | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2012/07/12/are-you-social-mr-ceo/,200,"Are You Social, Mr. CEO? | What's The Big Data?",,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2016/06/28/using-social-media-at-work/,200,Using Social Media at Work | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2016/03/28/smart-city-technologies-infographic/,200,Smart City Technologies (Infographic) | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2012/09/05/the-data-science-interview-mingsheng-hong-hadapt/,200,"The Data Science Interview: Mingsheng Hong, Hadapt | What's The Big Data?",,0,1,1,0,3,0,0,0
https://whatsthebigdata.com/2015/08/10/the-ceo-interview-ziv-kedem-zerto/,200,"The CEO Interview: Ziv Kedem, Zerto | What's The Big Data?",,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2017/12/12/inviting-cyber-attacks-on-your-smartphone/,200,Inviting Cyber Attacks on Your Smartphone | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/social-media/page/2/,200,Social Media | What's The Big Data? | Page 2,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2018/01/11/cybersecurity-chiefs-steve-martino-cisco/,200,"Cybersecurity Chiefs: Steve Martino, Cisco | What's The Big Data?",,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2013/05/08/bill-bratton-on-predicitive-policing-homeland-and-hometown-security/,200,"Bill Bratton on Predicitive Policing, Homeland and Hometown Security | What's The Big Data?",,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2016/03/28/55-smart-city-startups/,200,56 Smart City Startups | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2013/05/09/moju-labs-smart-album-the-killer-app-for-google-glass/,200,Moju Labs’ Smart Album: The Killer App for Google Glass? | What's The Big Data?,,0,1,1,0,3,0,0,1
https://whatsthebigdata.com/2016/08/15/fastest-1b-exits-for-vc-backed-companies/,200,Fastest $1B+ Exits For VC-Backed Companies | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2017/02/17/idcs-predictions-for-big-data-analytics-cloud-mobile-and-social/,200,"IDC’s Predictions for Big Data & Analytics, Cloud, Mobile, and Social | What's The Big Data?",,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/predictions/,200,Predictions | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2018/01/12/cybersecurity-chiefs-john-graham-jabil/,200,"Cybersecurity Chiefs: John Graham, Jabil | What's The Big Data?",,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2017/12/31/kai-fu-lee-on-why-china-will-lead-in-ai/,200,Kai-Fu Lee on Why China will Lead in AI | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/healthcare/,200,healthcare | What's The Big Data?,,0,1,1,0,2,0,0,0
https://whatsthebigdata.com/2018/01/01/2018-predictions-for-ai-big-data-and-analytics/,200,"2018 Predictions for AI, Big Data, and Analytics | What's The Big Data?",,2,1,1,0,1,0,0,0
https://whatsthebigdata.com/2017/12/20/ai-automation-robotics-and-jobs/,200,"AI, Automation, Robotics, and Jobs | What's The Big Data?",,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2018/01/09/cybersecurity-chiefs-andy-ellis-akamai/,200,"Cybersecurity Chiefs: Andy Ellis, Akamai | What's The Big Data?",,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/smart-home/,200,smart home | What's The Big Data?,,0,1,1,2,1,0,0,0
https://whatsthebigdata.com/2016/06/01/internet-trends-2016-from-mary-meeker/,200,Internet Trends 2016 from Mary Meeker | What's The Big Data?,,4,1,1,0,1,0,0,0
https://whatsthebigdata.com/2015/06/01/how-to-establish-startup-incubators-and-ensure-successful-exits-by-jerusalem-venture-partners/,200,How to Establish Startup Incubators and Ensure Successful Exits by Jerusalem Venture Partners | What's The Big Data?,,1,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/facebook/,200,Facebook | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/stats/page/2/,200,Stats | What's The Big Data? | Page 2,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/tag/sydney-padua/,200,Sydney Padua | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/tag/ada-lovelace/,200,Ada Lovelace | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/tag/analytical-engine/,200,Analytical Engine | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/uncategorized/,200,Uncategorized | What's The Big Data?,,0,1,1,0,3,0,0,0
https://whatsthebigdata.com/category/privacy/,200,Privacy | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/tag/cb-insights/,200,CB Insights | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/algorithms/,200,algorithms | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2016/08/04/top-ten-predictions-for-2116/,200,Top Ten Predictions for 2116 | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/tag/cjr/,200,CJR | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2016/12/08/acquisitions-and-investments-by-media-companies-since-2010/,200,Acquisitions and Investments by Media Companies Since 2010 | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/2016/05/22/eniac-in-action-making-and-remaking-the-modern-computer/,200,ENIAC in Action: Making and Remaking the Modern Computer | What's The Big Data?,,0,1,2,0,1,0,0,0
https://whatsthebigdata.com/2017/11/24/from-big-data-analytics-to-ai-vodafone-and-celonis-mine-data-to-improve-business-processes/,200,From Big Data Analytics to AI: Vodafone and Celonis Mine Data to Improve Business Processes | What's The Big Data?,,0,1,1,0,1,0,0,0
https://whatsthebigdata.com/category/smart-grid/,200,Smart grid | What's The Big Data?,,0,1,1,0,1,0,0,0
