url,title_tag,status_code,agriculture,disease,dna,weather
https://www.smartdatacollective.com/auto/,Auto - SmartData Collective,200,0,0,0,0
https://www.smartdatacollective.com/tag/social-media-analytics/,social media analytics Archives - SmartData Collective,200,0,0,0,0
https://www.smartdatacollective.com/tag/internet/,internet Archives - SmartData Collective,200,0,0,0,0
https://www.smartdatacollective.com/tag/mobile-payment-security/,mobile payment security Archives - SmartData Collective,200,0,0,0,0
https://www.smartdatacollective.com/how-artificial-intelligence-makes-todays-email-marketing-smarter/,How Artificial Intelligence Makes Today’s Email Marketing Smarter,200,0,0,0,0
https://www.smartdatacollective.com/big-data-creates-new-opportunities-international-affiliate-marketing/,Big Data Creates New Opportunities for International Affiliate Marketing,200,0,1,0,0
https://www.smartdatacollective.com/predictive-analytics-2020/,Predictive Analytics Presents: A Typical Day in 2020 - SmartData Collective,200,0,2,0,0
https://www.smartdatacollective.com/category/it/page/126/,IT Archives - Page 126 of 127 - SmartData Collective,200,0,0,0,0
https://www.smartdatacollective.com/tag/dmp/,dmp Archives - SmartData Collective,200,0,0,0,0
https://www.smartdatacollective.com/21014/,"Interview: Sarah Burnett BI Analyst, Ovum Group - SmartData Collective",200,0,0,0,0
https://www.smartdatacollective.com/wp-login.php?redirect_to=https%3A%2F%2Fwww.smartdatacollective.com%2Fdata-boosting-roi-social-content-distribution%2F%23respond,Log In ‹ SmartData Collective — WordPress,200,0,0,0,0
https://www.smartdatacollective.com/wp-login.php?redirect_to=https%3A%2F%2Fwww.smartdatacollective.com%2Fbig-data-prevalent-daily-life-than-might-think%2F%23respond,Log In ‹ SmartData Collective — WordPress,200,0,0,0,0
https://www.smartdatacollective.com/wp-login.php?redirect_to=https%3A%2F%2Fwww.smartdatacollective.com%2Fbig-data-and-little-people-parenting-digital-era%2F%23respond,Log In ‹ SmartData Collective — WordPress,200,0,0,0,0
https://www.smartdatacollective.com/wp-login.php?redirect_to=https%3A%2F%2Fwww.smartdatacollective.com%2Fsocialcaptain-review%2F%23respond,Log In ‹ SmartData Collective — WordPress,200,0,0,0,0
https://www.smartdatacollective.com/looking-value-proposition-leveraging-information-assets/,Looking at the Value Proposition of Leveraging Information Assets - SmartData Collective,200,0,0,0,0
https://www.smartdatacollective.com/how-blockchain-is-fueling-ethereum-trend/,How The Blockchain Is Fueling The Ethereum Trend,200,0,1,0,0
https://www.smartdatacollective.com/is-predictive-analytics-setting-stage-for-ethereum-price-increase/,Is Predictive Analytics Setting The Stage For An Ethereum Price Increase?,200,0,0,0,0
https://www.smartdatacollective.com/how-big-data-helped-russia-become-leader-in-car-sharing/,How Big Data Helped Russia Become A Leader In Car Sharing,200,1,0,0,0
https://www.smartdatacollective.com/tag/salesbot/,salesbot Archives - SmartData Collective,200,0,0,0,0
https://www.smartdatacollective.com/top-7-data-analytics-tools/,The Top 7 Data Analytics Tools for 2019 - SmartData Collective,200,0,0,0,0
https://www.smartdatacollective.com/artificial-intelligence-chatbots-could-make-your-doctors-obsolete/,Artificial Intelligence Chatbots Could Make Your Doctors Obsolete,200,0,83,0,0
https://www.smartdatacollective.com/successful-brands-leverage-big-data-create-targeted-lead-magnets/,Successful Brands Leverage Big Data to Create Targeted Lead Magnets,200,0,0,0,0
https://www.smartdatacollective.com/componentizing-software/,Componentizing Software - SmartData Collective,200,0,0,0,0
https://www.smartdatacollective.com/shortcut-guide-machine-learning-and-ai-enterprise/,A Shortcut Guide to Machine Learning and AI in The Enterprise - SmartData Collective,200,0,0,0,0
https://www.smartdatacollective.com/tag/fintech/,fintech Archives - SmartData Collective,200,0,0,0,0
https://www.smartdatacollective.com/basics-effective-document-management/,The Basics of Effective Document Management - SmartData Collective,200,0,0,0,0
https://www.smartdatacollective.com/predictive-analytics-makes-dascoin-and-other-currencies-mainstream/,Predictive Analytics Makes DasCoin And Other Currencies Mainstream,200,0,0,0,0
https://www.smartdatacollective.com/ways-chatbots-changing-customer-service-cycle/,10 Ways Chatbots are Changing the Customer Service Cycle,200,0,3,0,0
https://www.smartdatacollective.com/self-service-business-intelligence-catching-and-paying/,Self-Service Business Intelligence is Catching On — And Paying Off - SmartData Collective,200,0,0,0,0
https://www.smartdatacollective.com/tag/scaling/,scaling Archives - SmartData Collective,200,0,0,0,0
https://www.smartdatacollective.com/wp-login.php?redirect_to=https%3A%2F%2Fwww.smartdatacollective.com%2Fhow-big-data-is-transforming-online-gaming%2F%23respond,Log In ‹ SmartData Collective — WordPress,200,0,0,0,0
https://www.smartdatacollective.com/experts-debate-big-data-boon-risk-actuaries/,Experts Debate: Is Big Data a Boon or Risk for Actuaries?,200,0,0,0,0
http://www.smartdatacollective.com/tag/the-big-data-guru/,The Big Data Guru Archives - SmartData Collective,200,0,6,0,0
https://www.smartdatacollective.com/implementing-standard-operating-environment-key-avoiding-outages-most-ecommerce-syste/,No More Outages: How to Stabilise Your Ecommerce IT Environment - SmartData Collective,200,0,0,0,0
