url,status_code,title_tag,agriculture,disease,dna,weather
https://www.datasciencecentral.com/,200,Data Science Central,0,0,0,0
https://www.datasciencecentral.com/forum/topics/who-is-still-using-regression-models-with-interactions,200,Who is using regression models with interactions? - Data Science Central,0,4,0,0
https://www.datasciencecentral.com/video/dsc-webinar-series-patterns-for-successful-data-science-projects,200,DSC Webinar Series: Patterns for Successful Data Science Projects - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/forum/topics/what-s-the-most-advanced-math-you-used-in-data-science-projects,200,What's the most advanced math you ever used in data science projects? - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/video/video,200,Videos - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/video/video/listFeatured,200,Videos - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/events/event/listByLocation?location=Olympia%2C+London,200,Events - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/PaulBremner,200,Paul Bremner's Page - Data Science Central,0,3,0,0
https://www.datasciencecentral.com/events/ai-amp-big-data-expo-global-2019,200,AI and Big Data Expo Global 2019 - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/page/contact-us,200,Contact Us - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profiles/blogs/top-5-reasons-to-move-enterprise-data-science-off-the-laptop-and,200,Top 5 Reasons to Move Enterprise Data Science Off the Laptop and to the Cloud - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/AndreaManeroBastin,200,Andrea Manero-Bastin's Page - Data Science Central,0,1,0,0
https://www.datasciencecentral.com/profiles/blogs/comparing-the-four-major-ai-strategies,200,Comparing the Four Major AI Strategies - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profiles/blogs/determining-sample-size-in-one-picture,200,Determining Sample Size in One Picture - Data Science Central,0,2,0,0
https://www.datasciencecentral.com/page/user-agreement,200,User Agreement - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/video/dsc-webinar-series-applying-convolutional-neural-networks-with,200,DSC Webinar Series: Applying Convolutional Neural Networks with TensorFlow - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/VincentGranville,200,Vincent Granville's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/page/search?q=cheat+sheets,200,DSC Data Science Search Engine - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/groups/group/list,200,Groups - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profiles/blogs/what-is-augmented-data-science-and-why-is-it-important-to-my-1,200,What is Augmented Data Science and Why is it Important to My Business? - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/forum/topics/career-prospects-for-data-science-with-a-graduate-engineering,200,Career Prospects for Data Science with a Graduate Engineering Degree and Apprenticeship? - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profiles/blogs/data-science-central-weekly-digest-march-18,200,"Data Science Central Weekly Digest, March 18 - Data Science Central",0,0,0,0
https://www.datasciencecentral.com/page/search,200,DSC Data Science Search Engine - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/LarryField,200,Larry Field's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/WanjoonPaulCho?xg_source=activity,200,Wanjoon Paul Cho's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/VAMSINELLUTLA,200,VAMSI NELLUTLA's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/events/event/listByDate?date=2019-03-26,200,Events - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/BillSchmarzo?xg_source=activity,200,Bill Schmarzo's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/events/event/listByLocation?location=Sofitel+Sydney+Wentworth,200,Events - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/events/event/listByLocation?location=London,200,Events - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/AndrewSteckleyPhD,200,"Andrew Steckley, PhD's Page - Data Science Central",0,1,0,0
https://www.datasciencecentral.com/events/event/listByDate?date=2019-03-22,200,Events - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profiles/blogs/opening-the-black-box-of-offline-marketing-with-data-analytics,200,Opening the black box of offline marketing with data analytics - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profiles/blogs/demystifying-maths-of-svm-part-1,200,Demystifying the Math of Support Vector Machines (SVM) - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/page/previous-digests,200,Previous Digests - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/stevemiller141,200,steve miller's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/RichardBoire793,200,Richard Boire's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profiles/blogs/my-data-science-book,200,My Data Science Book - Table of Contents - Data Science Central,0,1,0,0
https://www.datasciencecentral.com/cdn-cgi/apps/head/6fumY8yazCWDPIkdeIY0QmYJ0LY.js,200,,0,0,0,0
https://www.datasciencecentral.com/profiles/blogs/learn-machinelearning-coding-basics-in-a-weekend-a-new-approach,200,Learn #MachineLearning Coding Basics in a weekend – a new approach to coding for #AI - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profiles/blog/list?promoted=1,200,Blogs - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/SteveBowling,200,Steve Bowling's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/page/search?q=AI,200,DSC Data Science Search Engine - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/events/future-of-mining-australia-2019,200,Future of Mining Australia 2019 - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/xn_resources/widgets/index/gfx/jstrk_off.gif,200,,0,0,0,0
https://www.datasciencecentral.com/profile/MarshallLincoln,200,Marshall Lincoln's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/KartikPatel,200,Kartik Patel's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/ELizabethSilvaFernandes,200,ELizabeth Silva Fernandes's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profiles/blogs/is-robotic-process-automation-rpa-really-ai,200,Is Robotic Process Automation (RPA) Really AI? - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/KeshavDhandhania,200,Keshav Dhandhania's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/SeanOwen,200,Sean Owen's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/events/event/listByDate?date=2019-04-25,200,Events - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/RafaelKnuth,200,Rafael Knuth's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/JohnCharlesThomas,200,John Charles Thomas's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/video/video/listTagged?tag=DSC+Podcast+Series,200,DSC Podcast Series - Videos - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/MichaelLi369,200,Michael Li's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profiles/blogs/new-word-for-data-science-signuology,200,New word for Data Science - Signuology - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/forum/topics/one-day-will-humans-be-to-ai-what-dogs-are-to-humans-now,200,"One day, will humans be to AI what dogs are to humans now? - Data Science Central",0,3,0,0
https://www.datasciencecentral.com/profile/WilliamVorhies,200,William Vorhies's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/CharlesHammerslough,200,Charles Hammerslough's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/RichardHuddleston,200,Richard Huddleston's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/forum/topics/how-do-i-import-a-sas-layout-file-correctly-in-dss,200,How do I import a SAS layout file correctly in DSS? - Data Science Central,0,2,0,0
https://www.datasciencecentral.com/activity/log/list?fmt=rss,200,,0,0,0,0
https://www.datasciencecentral.com/profiles/blogs/matlab-for-data-science,200,MATLAB for Data Science - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profiles/blogs/can-we-fix-smart-city-deployments-using-ai-cloud-and-video,200,"Can we fix Smart City deployments using AI, Cloud and Video? - Data Science Central",0,1,0,0
https://www.datasciencecentral.com/profiles/blogs/a-beginner-s-guide-to-big-data-and-blockchain,200,A Beginner’s Guide to Big Data and Blockchain - Data Science Central,0,3,0,0
https://www.datasciencecentral.com/profiles/blogs/fee-book-applied-stochastic-processes,200,Free Book: Applied Stochastic Processes - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/page/editorial-guidelines,200,Editorial Guidelines - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/page/search?q=one+picture,200,DSC Data Science Search Engine - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/events/event/listByDate?date=2019-04-26,200,Events - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/JayBourland,200,Jay Bourland's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/forum/topics/rank-words-by-frequency-and-article-performance,200,Rank words by frequency and article performance - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/DivyaSingh456,200,Divya Singh's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/ajitjaokar,200,ajit jaokar's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/AbdulMatheenRaza,200,Abdul Matheen Raza's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/KartikPatel?xg_source=activity,200,Kartik Patel's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/ParthaPritamDeka,200,Partha Pritam Deka's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profiles/blogs/check-out-our-dsc-newsletter,200,Invitation to Join Data Science Central - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/DileepSrinivasan,200,Dileep Srinivasan's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/NikitaShanker,200,Nikita Shanker's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profiles/blogs/new-book-enterprise-ai-an-applications-perspective,200,New Book: Enterprise AI - An Applications Perspective - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/StephanieGlen?xg_source=activity,200,Stephanie Glen's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/Rachanthony?xg_source=activity,200,Rach anthony's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/NianaThomas,200,Niana Thomas's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/page/cookie-policy,200,Cookie Policy - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/BillSchmarzo,200,Bill Schmarzo's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/SeanOwen?xg_source=activity,200,Sean Owen's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/DzungTran,200,Dzung Tran's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/forum/topics/ibm-watson-and-jupyter-notebooks-worthwhile,200,IBM Watson and Jupyter Notebooks - Worthwhile? - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/events/event/listByDate?date=2019-03-20,200,Events - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profiles/blogs/new-books-and-resources-for-dsc-members,200,New Books and Resources for DSC Members - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/BryanAtkinson,200,Bryan Atkinson's Page - Data Science Central,0,1,0,0
https://www.datasciencecentral.com/profile/WilliamVorhies?xg_source=activity,200,William Vorhies's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profiles/blogs/impact-part-2-be-a-problem-solver-first-an-engineer-second,200,"IMPACT - Part 2: Be a problem solver first, an engineer second. - Data Science Central",0,0,0,0
https://www.datasciencecentral.com/video/dsc-webinar-series-advanced-mapping-with-tableau,200,DSC Webinar Series: Advanced Mapping with Tableau - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/profile/SandrineFAVIER?xg_source=activity,200,Sandrine FAVIER's Page - Data Science Central,0,0,0,0
https://www.datasciencecentral.com/forum,200,Discussion Forum - Data Science Central,0,1,0,0
https://www.datasciencecentral.com/profiles/blogs/in-digital-transformation-economies-of-learning-more-powerful,200,"In Digital Transformation, Economies of Learning More Powerful than Economies of Scale - Data Science Central",0,0,0,0
